Smart Contract,Function Name,new label,Reason_English,Function Security,Gas limit,Trusty Address,RE,is_student,Comments
0xfc560a12fb91c7b743d070e5764b4404de2f4883,Crowdsale.safeWithdrawal,0.0,"It is not REE, send has a gas limit; tokenReward is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,RE -- balanceOf[buyerId]---------- Reason for no RE: There is no benefit to attacker; funds are sent to beneficiary
0x0003ed19f80564745e84b4cc411a7b6be4f0cf31,NeverJeet.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x0030f75e27f6df16383f47ae11ae34abc21f5f2c,TYRANT.GoLive,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,-- no RE: modifier onlyowner
0x0041fb383081576f9750c5a9b507180992e1c5da,GMI2.forceSwapAndSendDividends,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x005d068a5dd27f3e49a047deac6785b426145bbc,ParasyteInu.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,-- No RE: modifier onlyonwer-- No UX: balanceOf does not fail
0x00a704f5721fe068a46221ca7293e76b39f92af6,BabyRyoshi.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x00b0e8d3d7a6275dea291111ff8480ea053cd719,RickAndMorty.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x00b25822e3b8f8720b327f2df8e7c6f96271c8dc,JINJAINU.OpenMarket,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,-- No RE: modifier onlyowner
0x00d97facb316f12b64c7ac93405b2d45ed9aa358,KIRITOINU.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,-- No RE: modifier onlyonwer-- No UX: balanceOf does not fail
0x00e5b0e005ae310312942197e0898de60e30a3a3,SHIBUTT.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x00e76361d45707507db7bdeb7dd2c0f5c1c3fa6d,DekuInu.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,-- no UX: approve() always return true
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL.claimETHRewards,0.0,Not REE.,1.0,,,0.0,1.0,"
"
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL.claimTokenRewards,1.0,"It is indeed REE, with risks.",,,,0.0,1.0,"
"
0x01680af31961fb47ad92e32218a5d8cbd036f6ba,DEEPINU.openTrading,0.0,"Not REE, onlyOwner modifier.",1.0,,,0.0,1.0,"
"
0x018194f1e70185eb153bcab2f6d64070c605a318,LEET.swapAndLiquify,0.0,"It is not REE, lockTheswap modification.",1.0,,,0.0,1.0,-- No RE : marketingAddr is fixed; attacker won't get any benefits
0x01886cabb4a19a89fad686810f2ee60459452cf3,DividendTracker._compoundDividendOfUser,0.0,"It is not REE, _compoundDividendOfUser is a private function that can only be called by compoundAccount, and this function is modified by Onlyowner.",,,1.0,0.0,1.0,-- No reent: function is private and callable only by owner through other public function
0x01886cabb4a19a89fad686810f2ee60459452cf3,DividendTracker._withdrawDividendOfUser,0.0,"It is not REE, _withdrawDividendOfUser is a private function, only called by processAccount, and this function is marked with onlyowner.",,,1.0,0.0,1.0,-- No reent: function is private and callable only by owner through other public function
0x018a871f4403ecd7be46819789551aaba1331af0,$Jiraiya.openTrading,0.0,"It is not REE, only owner modification.",1.0,,,0.0,1.0,"
"
0x01911afa1a3d64d52451a22cb265fc34f596f425,BuyVote.buy,0.0,"It is not REE, the voteCoinContract is assigned a value at the declaration.",,,1.0,0.0,1.0,"
"
0x01aa9c6023ce74282aa2705d6cb89cea76a18be3,DOGETUITION.openTrading,0.0,"Not REE, only owner modified.",1.0,,,0.0,1.0,"
"
0x01b92e2c0d06325089c6fd53c98a214f5c75b2ac,MYSTIC.processActionProposal,0.0,"Not REE, there is a nonReentrant modifier.",1.0,,,0.0,1.0,-- No RE: modifier nonReentrant  UX: (bool success; bytes memory returnData) = proposal.applicant.call{value: proposal.tributeOffered}(action); return value not processed properly
0x01de5bce5c5ee4f92e8f4183f6f4e4f12f9a86cd,VaultWETH._claimCompoundDivs,0.0,"It is not REE, _claimCompoundDivs is a private function, and this function is called by claimCompoundDivs and claim, both of which have a nonReentrant modifier.",1.0,,,0.0,1.0,-- no RE: This is private function which is callable from nonReentrant functions
0x01de5bce5c5ee4f92e8f4183f6f4e4f12f9a86cd,VaultWETH.claim,0.0,"It is not REE, and has a nonReentrant modifier.",1.0,,,0.0,1.0,-- no RE: nonReentrant function
0x01e7e52aba28a0f61cc053c544efe943e5b43954,TwinsInu.openTrading,0.0,"Not REE, only owner modifies.",1.0,,,0.0,1.0,"
"
0x01f44890160c3963bfa8841aabbb4019245a9205,BABYCHAD.openTrading,0.0,"Not REE, only owner modification.",1.0,,,0.0,1.0,"
"
0x0208a9ffc97a6e96f050087ae1c9f7a2bdd3f5b0,HoshiKatachi.openTrading,0.0,"Not REE, only owner modification.",1.0,,,0.0,1.0,"
"
0x0224853bdff6b04ce259d87303b7523d4e16d656,PriceChecker._updatePrice,0.0,"It is not REE, _updatePrice is a private function that can only be called by the constructor and by updatePrice, which is protected by require(msg.sender == priceCheckerAddress);",1.0,,,0.0,1.0,"
"
0x024b77a5205733bc1cf283b0442be8ecab88803a,AKIHIRO.openTrading,0.0,"Not REE, only owner modifier.",1.0,,,0.0,1.0,"
"
0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0,ProductionUnitToken.exit,0.0,"It is not REE, the transfer has a gas limit, and the moonIncContract is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x02a0c000c375464509754deea7d07d06df901e3a,EthereumCate.startTrading,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x030d087bfb025268f129a1979bda8ed3a6191a02,Andy.swapAndLiquify,0.0,"It's not REE, locktheswap.",1.0,,,0.0,1.0,"
"
0x03766932d07fad2ea2e60454ccbbb5d88780b63e,STS.swapAndLiquify,0.0,"Not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x038b7537fd58d966404be0c7bcec64e6cbeb88a1,GohanInu.startTrading,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x039f7a065382b064c95f8409b7eff4a45cea3e23,Xlabs.swapAndLiquify,0.0,"It is not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice.payoutPreviousRoll,0.0,Not REE.,,,,0.0,1.0,"
"
0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice.roll,0.0,Not REE.,,,,0.0,1.0,"
"
0x047b957bb18534b4e4add20c101cb5791f12d112,NEKOLAND.swapAndLiquify,0.0,"Not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x049658b3cc6ec345aaf2be7233a33da24ee82150,Bozu.GoLive,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x04e52df738e0c13bc58d6d75f964381f8d18b1b7,SminemToken.open,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x051bda85fbc58ace9d6060ba9488abe120ac072d,CRYPTOVATOR.launch,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x052f4e43d9d65ca35ce6d3438aa956fda91ef520,XYZProtocol._beforeTokenTransfer,0.0,"It is not REE, swapBack has nonReentrant protection.",1.0,,,0.0,1.0,"
"
0x05a4909d737d0a6433335504d25536e12f65a4e5,Hydra.swapBack,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,No RE: amountETHMarketing is not updated after external call
0x05af72594440cf75c0fdcbbd9993fc26f62c7afc,TwelveHourAuction.sendProfitTTH,0.0,"It is not REE; TwelveHourToken is assigned in setTwelveHourToken, which has the onlyowner modifier.",,,1.0,0.0,1.0,-- no RE: money is being sent to fixed address
0x0654b7f747c9ee9f5fb5eba443e9fe64f1fa77ef,SAFX._sellTaxedTokens,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,"
"
0x06a07a3911dab4507dd44cd97e30c3267d4a9c63,DERPNATION.takeLoan,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e,MonkeyScam.withdraw,0.0,"Not REE, transfer has a gas limit; MonkeyKingCorp is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x0719feee345bf34877d0a1f2c1c40fcdf0f1c3e8,charge.ControlSellAllTokens,0.0,"Not REE, only Auth.",1.0,,,0.0,1.0,"
"
0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7,Multiplier.verify,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,1.0,"
"
0x07c1c8c2bce6290daa554118b7d208041615ce54,RC.giveToken,0.0,It's not REE; transfer has a gas limit; the tokenSaleContract is assigned in the constructor.,,1.0,1.0,0.0,1.0,"
"
0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,PoCGame.donateToWhale,0.0,"It is not REE, the whale is assigned a value in the constructor.",,,1.0,0.0,1.0,-- Reason for no RE: whale.call.value sends amount to whale contract. it does not depend on any state variable
0x07f86ba2f0e6c421a3ecb233068117e65228ac6b,Society.launch,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,-- No RE: modifier onlyowner
0x081d8a340d384cffca0c2dafbf45020d760d7576,SOLIDBLOCK.swapTokensForETH,0.0,"Not REE, lock the swap.",1.0,,,1.0,1.0,-- RE: ETHAmount.treasury
0x085e64546fe941bbfd1751b99365dab4b2f454fc,MetaMononokeInu.startTrading,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0881c6bc48b80726ed97cb1c44586cdaf4f4be94,ZeroTax.swapAndLiquify,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,-- no RE: modifier swaping
0x095c3f181cde64ff0d96ec14fba29210f2851fe2,CompliantCrowdsale.approveMint,0.0,"Not REE, only Validator.",1.0,,,0.0,1.0,"
"
0x0a16d08b57afe4e0e323eba83e0282b07c2ed1f1,Spitz.Launch,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0a28dd8141394e6d680d20d54ffeb3544b576a78,Loan._userRefund,0.0,"Not REE, transfer has gas, shareholders are assigned in the subclass contract.",,1.0,1.0,0.0,1.0,"
"
0x0a28dd8141394e6d680d20d54ffeb3544b576a78,Loan.checkPayShareholder,0.0,"It is indeed not REE according to the result we discussed last time. However, this toShareHolder can be assigned any value in the subclass, and this code can keep the amount unchanged while continuously transferring to itself. Moreover, if everything is internal, there is also no possibility of reentrancy. If the subclass slither did not report it, then it is indeed not a threat.",,,1.0,1.0,1.0,"
"
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.addTaxFee,0.0,"Not REE, only Yzy.",1.0,,,0.0,1.0,"
"
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.emergencyWithdrawToken,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.stakeLPToken,0.0,Not REE.,,,1.0,0.0,1.0,"
"
0x0ac31bc80e6905bc27f3cdcb66dc38945f2055e2,Nothing.mintNOTHING,1.0,It is REE.,,,,0.0,1.0,"
"
0x0b5ecbb411d8fe829e5eac253ee1f2dc05d8d1ae,KUNOICHIX.launch,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO.refund,0.0,"Not REE, the transfer has a gas limit; tokenReward is assigned in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO.successful,0.0,"It is not REE, the transfer has a gas limit; tokenReward is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x0c2795fc4e1f57614eb78923dc78521ff0676fb8,BitChordCrowdsale.startOraclize,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x0c2795fc4e1f57614eb78923dc78521ff0676fb8,BitChordCrowdsale.update,0.0,"It is not REE, oraclize is assigned a value in the constructor.",,,1.0,0.0,1.0,"
"
0x0c6139206f995d160edb00422a5ac819bc94295e,ChainBot3000.depositOutput,0.0,"Not REE, transfer has a gas limit; UniswapContract is assigned a value in initUniswap, and that function is onlyOwner.",,1.0,1.0,0.0,1.0,-- Reason for not UX: UniswapContract.ethToTokenTransferOutput returns uint value; it does not return boolean. No need to check the value when function returns uint. -- Reason for not RE: State variables (deposits[_steamid]) changed after the external call has no impact on the execution of transfer function.
0x0c78003843b4a72b765938cb3b14aecb188dbc6a,Crowdsale.updatePrice,0.0,"It is not REE, oraclize is assigned in the modifier, this system does not consider such issues.",,,,0.0,1.0,"
"
0x0cb0a2136f2e80662eb5c50b96bfa3de85f335ce,IGLOO._payTreasury,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,"
"
0x0d1c59da19c60092cc3a56ee6750bd162582f857,CUELauncherToken._doBurn,0.0,Not REE.,1.0,,,0.0,1.0,"
"
0x0d1c59da19c60092cc3a56ee6750bd162582f857,CUELauncherToken.v1AirdropETH,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,-- No UX: transfer always return True
0x0d2508ff66a445116029b153f5ca261145717cc1,UnicornToken._disperseEth,0.0,"Not REE, transfer has a gas limit; External is assigned a value in init, and this function is only called by the constructor.",,1.0,1.0,0.0,1.0,no RE -- m_EthReflectSvcAddress is fixed
0x0d2508ff66a445116029b153f5ca261145717cc1,UnicornToken.addLiquidity,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,-- no UX: approve() always return true
0x0d5a83d8b2dd05cbb7183824dc71b31d3e6d838e,SEISHI.swapForTokenomics,0.0,"Not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x0d75899cab4eec7b22b5bf3d4dd4d965ada8a8cb,FUEGO.swapForTokenomics,0.0,"It is not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x0d95bc0c758ae70141fc95345a7164a4c6e1df15,Lagarde.establishTrading,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0dd1326b7b80107f002ba16dad7fe2dd22f00491,LetsBreakThings.checkBalanceSendEth,0.0,"It is not REE, transfer and send have a gas limit; require(creator == msg.sender) for protection.",1.0,1.0,,0.0,1.0,-- Reason for no RE: No state changes after external call
0x0de3539f225e3431d6a7bbd3495cc2caf19b334c,BabyKounotori.gm,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,-- no UX: approve() always return true
0x0e24224484c7e445438ae9ed9b03a0108ad798f2,ChipToken.swap,0.0,"Not REE, lock the swap.",1.0,,,0.0,1.0,"
"
0x0e2d791d78e6cc39c8dbeb7898b02221ac35c3f7,PumpToken.addLiquidity,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0e30bc9512306534b85afd0c75065b455af55d45,COPIUM.swapAndLiquify,0.0,"Not REE, lockTheSwap.",1.0,,,0.0,1.0,"
"
0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae,BinaryOption.closeSession,0.0,"Not REE, only Escrow.",1.0,,,0.0,1.0,-- no RE: modifier onlyEscrow
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Ownable.renounceOwnership,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Ownable.transferOwnership,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x0e82b29a77a53880dd4ee8326cfea9b4c68db638,DappIncubator.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,-- UX: transfer() function
0x0eb65b4c3d3de340e1b15384f8f211784247a37a,KODAV3SecondaryMarketplace.adminRejectTokenBid,0.0,"Not REE, nonReentrant, onlyAdmin.",1.0,,,0.0,1.0,"
"
0x0efef0b34638addc8833ba729ae20016b5f24ffc,Escapable.escapeHatch,0.0,"Not REE, only Escape Hatch Caller or Owner.",1.0,,,0.0,1.0,-- UX: token.transfer(escapeHatchDestination; balance)
0x0f99d989df7017d7bb27bffb3f12c6b035863980,THEGAMEOFCHAD.launch,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.addContractTokens,0.0,It's not REE; v2Address is assigned a value in the constructor.,,,1.0,0.0,1.0,"
"
0x1056f5436dc817e28a24c509ff26f5912b837214,CompliantCrowdsaleHardcap._approveMint,0.0,It is not REE; the private function only has two function calls modified by onlyValidator.,1.0,,,0.0,1.0,"
"
0x105923fa70412c82452ff75f5e775fb0383ee2fc,Keetsu.swapAndLiquify,0.0,"Not REE, lockTheSwap.",1.0,,,0.0,1.0,"
"
0x108523415a8cd7cb8ef2d6b12177181f489ec210,Pepe.swapBack,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,-- no RE: modifier swapping
0x1104080b3ca1f766a33c16aa890465d1a63e5078,RedKnightToken._swapAndLiquify,0.0,"It is not REE, the transfer has a gas limit; uniswapV2Router is assigned in the constructor.",,1.0,1.0,0.0,1.0,-- no RE: _swapping
0x11566f832f90155701384e42f0adcdc889767bbc,HexSaitama.startTrading,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x1190074795dad0e61b61270de48e108427f8f817,CoinMerge._disperseEth,0.0,"It's not REE, transfer has a gas limit; External is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x1190074795dad0e61b61270de48e108427f8f817,CoinMerge.addLiquidity,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x119995a900c86c6aaf68b917341b844c3786913c,GLITCH.swapAndLiquifyForEth,0.0,"Not REE, lockTheSwap.",1.0,,,0.0,1.0,"
"
0x11ce3c5ecfa4cc788eaa94157a63a1ca4863a90c,ShiryoMarket.acceptItemOffer,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x122ad2495b1af2a14c5c4b4ca59adfcd79c2dcb3,GameTime._swap,0.0,"Not REE, swapping.",1.0,,,0.0,1.0,-- NO RE: state var _swapping
0x125365069020439b830c9eac9dd402f8aa762569,RatScam.withdraw,0.0,"Not REE, transfer has a gas limit; RatKingCorp was assigned a value in the statement.",,1.0,1.0,0.0,1.0,"
"
0x126bf7880a9597e2760380d44d147c90cd75ee39,The_Disturbance.swapAndLiquify,0.0,"Not REE, lockTheSwap.",1.0,,,0.0,1.0,-- No RE: modifier lockTheSwap -- No UX: transfer() always return bool
0x12bafa32c73c6b7f0c00b36b3ba6d9416b163c59,FitCoin.addLiquidity,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,"
"
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.buyByAddress,0.0,"Not REE, p3dContract was assigned a value at the time of declaration.",,,1.0,0.0,1.0,no ether involved
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.buyByName,0.0,"It's not REE, p3dContract is assigned a value at declaration.",,,1.0,0.0,1.0,"
"
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.setName,0.0,"It is not REE, p3dContract is assigned a value upon declaration.",,,1.0,0.0,1.0,"
"
0x13763173527aab169f588fd663886f17740dfc65,HARAMADAN.addLiquidity,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x13c34380e14c47cdd089d466396e53f8a0a24442,PunkMonkeyDividendTracker._reinvestDividendOfUser,0.0,"It is not REE, PunkMonkeyContract, the uniswapV2Router is assigned in the constructor.",,,1.0,0.0,1.0,-- no RE: callable from onlyonwer function
0x13c34380e14c47cdd089d466396e53f8a0a24442,PunkMonkeyDividendTracker.process,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x13d8faf4a690f5ae52e2d2c52938d1167057b9af,BatchSwap.cancelSwapIntent,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x13ee0099f47a84bb4ab4cce741326b2976eda776,TradableErc20.createLiquidity,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x147aa9ada01b70c4c8c8b89b06afe767908aced7,PharaGoddess.withdrawFund,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,-- no RE: modifier onlyOwner
0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d,CharityMiner.deposit,0.0,"It is not REE, transfer has a gas limit; p3d is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,-- Reason for no UX: p3d.buy.value() does not return boolean; transfer sends an exception on failing
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.exchangeEtherForSynthetix,0.0,"It is not REE, the transfer has a gas limit; synthetix and feePool are assigned values in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.exchangeSynthsForSynthetix,0.0,"It is not REE, synthetix and feePool are assigned values in the constructor.",,,1.0,0.0,1.0,"
"
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.withdrawMyDepositedSynths,0.0,"Not REE, synth is assigned a value in the constructor.",,,1.0,0.0,1.0,"
"
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,SynthetixEscrow.vest,0.0,It is not REE; synthetix is assigned a value in the constructor.,,,1.0,0.0,1.0,"
"
0x1963737af12d3649f6f319fb64af2aa29f7256b7,MessierAnonymity.sendRewardtoPool,0.0,"Not REE, a private function, called only by two functions modified by nonReentrant.",1.0,,,0.0,1.0,"
"
0x19f259affad4eab74ee306f709044b2c8145f692,Third_Degree_Burn.ReleaseLP,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,-- Function transfer always return True
0x1b1a4586fd99f7e044868ac8e5e91eac4863149b,yUSDT.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520,yUSDC.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd,Crowdsale.fallback,0.0,"It is not REE, send has a gas limit; tokenReward is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,-- Reason for no UX: tokenreward.transfer() does not return any value
0x1c3f78372a8c3e01970b85e1b26b885803011da3,yDAI.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116,yTUSD.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x1d86a854da490ff74dedc7abe281fb468f8c19ee,MultiVesting.clearAll,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,-- Reason for no RE: modifier onlyOwner
0x1d9fe29aec8852d7a32ac26b695c258840feba15,InterestFinal.payout,0.0,Not REE; (msg.sender == creator || msg.sender == Owner0 || msg.sender == Owner1).,1.0,,,0.0,1.0,"
"
0x1da73fc09ea07781482994036a0eecc7e6952dfb,TydoIco.buy,0.0,"It is not REE, the token is assigned a value in the constructor.",,,1.0,0.0,1.0,"
"
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.claimDonations,0.0,"Not REE, only Admin.",1.0,,,0.0,1.0,-- Reason for no RE: money is being sent to admin
0x23ed5bd2dbf560926312cad48653a027af0b6e11,yUSDC.withdraw,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c,ICO.buyTokens,0.0,"Not REE, if (msg.sender != owner) throw;.",1.0,,,0.0,1.0,-- No RE: state vars changed after external call has no impact on the execution of external call
0x25067272880fa0e49f1cebc988a2eed8485343a6,Wallet.sendTo,0.0,"Not REE, admin.",1.0,,,0.0,1.0,-- Reason for no RE: modifier admin
0x25ad23adf5da60190d5f44297ab7d7ab147ad9db,Sandwich._lockLiquidityForever,0.0,"It’s not REE, uniswapV2Pair is assigned a value in the constructor.",,,1.0,0.0,1.0,"
"
0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e,EasySmartolution.addParticipant,1.0,It is REE.,,,,0.0,1.0,-- Reason for no RE: No state changes after external call
0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f,Crowdsale.buyTokens,0.0,"It is not REE, the transfer has a gas limit; the token is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x284b0f2f49d072836db87dd25d0623cd2f622bb1,DesTokenSale.finishPhase,0.0,"Not REE, only owner.",1.0,,,0.0,1.0,-- Reason for no RE: onlyOwner modifier
0x287fda15f8f002e5df9f536f10bbfc0816960f36,EncryptedToken.fallback,0.0,"It's not REE, send has a gas limit.",,1.0,,0.0,1.0,"
"
0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34,XC.unlock,0.0,"It is not REE; xcPlugin is assigned values in init and setXCPlugin. One function is called by the constructor, and one function has onlyAdmin protection; the token is hardcoded in the init function.",,,1.0,0.0,1.0,-- Reason for not RE: state variable lockBalance gets updated after external call. However there is no dependency on that state variable.
0x2934443c1749dcc0cdcabbd77098eea31d2ea6c3,xSNXCore.mintWithSnx,0.0,"It is not REE, snxAddress is assigned a value in the constructor.",,,1.0,0.0,1.0,"
"
0x2934443c1749dcc0cdcabbd77098eea31d2ea6c3,xSNXCore.withdrawFees,0.0,"Not REE, onlyOwner.",1.0,,,0.0,1.0,"
"
0x2980b7c0c8e1a2c0bdecff55cde9e3576aaf9eaf,PiZZa.pullResolves,0.0,"It is not REE, resolveToken is assigned a value in the constructor.",,,1.0,0.0,1.0,-- no UX: transfer always returns true
0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8,BoomstarterPresale.buy,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x2daae64cc8516187c9d2ab209f3faa2f83b246e1,Moloch.sponsorProposal,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x2daae64cc8516187c9d2ab209f3faa2f83b246e1,Moloch.unwrapShares,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4,EncryptedToken.fallback,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,1.0,"
"
0x3085c9403871c00f7fd2e84dac1bdaa05f5f652e,PreICOProxyBuyer.claim,0.0,"Not REE, the crowdsale is assigned in setcrowdsale, which is a function for only owner.",,,1.0,0.0,1.0,"
"
0x30919c5c5c7727eea89b110d7258cbb36d541377,Crowdsale.safeWithdrawal,0.0,"It's not REE, send has a gas limit; tokenReward is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,"
"
0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7,DoublePoggerino.burnLiquidity,0.0,It is not REE; subclass contract assignment is fine from the perspective of the parent contract.,1.0,,,0.0,1.0,-- no UX: transfer() always return true
0x3775876e537df71b60061151b39bcfb638f832f5,Staking.harvest,0.0,"Not REE, nonReentrant.",1.0,,,0.0,1.0,"
"
0x38721079a72030ab1817fb9e1aaa86ae0d08356f,Investment.addToPool,0.0,Not REE.,,,1.0,0.0,1.0,Function transfer always return true
0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78,MTVote.onTokenReceived,0.0,"Not REE, require(msg.sender == TVTokenAddress);.",1.0,,,0.0,1.0,No UX: TVToken(TVTokenAddress).transfer(wallet; _value); --> returns boolean and the return value is not checked Reentrancy vulnerability is not there because of the line --> require(msg.sender == TVTokenAddress); the function can be called by only one address ie                 TVTokenAddress. Constructor() is setting the address. We are assuming that the node deploying the contract is non-malicious
0x3ab4a46beae2a0b025eeed54db05819814ff287a,CloneFarmFarmer.hijackClones,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,1.0,"
"
